DATE,CSUSHPISA,Year,Month,Per_Capita_GDP,working_age_pop,Houses,CPI,UNRATE,EmpRate,Cons_Material,FEDFUNDS,Urban Population (% of Total Population),Num_Households,median_income,Subsidy,old_age_pop
2014-04-01,163.39,2014,4,56968.0,202797800.0,5.7,236.468,6.2,67.94815,213.6,0.09,81.483,123229.0,64900.0,33.806,14.1355633751345
2014-05-01,163.656,2014,5,57157.333333333336,202936300.0,5.2,236.918,6.3,68.02920999999999,214.3,0.09,81.483,123229.0,64900.0,33.806,14.1355633751345
2014-06-01,164.067,2014,6,57346.666666666664,203051400.0,5.7,237.231,6.1,68.14761,214.5,0.1,81.483,123229.0,64900.0,33.806,14.1355633751345
2014-07-01,164.58700000000002,2014,7,57536.0,203042900.0,6.2,237.498,6.2,68.158,214.8,0.09,81.483,123229.0,64900.0,33.806,14.1355633751345
2014-08-01,165.21200000000002,2014,8,57591.333333333336,203164300.0,5.4,237.46,6.1,68.21761,215.5,0.09,81.483,123229.0,64900.0,33.806,14.1355633751345
2014-09-01,165.903,2014,9,57646.666666666664,203211900.0,5.4,237.477,5.9,68.27456,215.7,0.09,81.483,123229.0,64900.0,33.806,14.1355633751345
2014-10-01,166.639,2014,10,57702.0,203259900.0,5.3,237.43,5.7,68.57545,215.9,0.09,81.483,123229.0,64900.0,33.806,14.1355633751345
2014-11-01,167.332,2014,11,57841.666666666664,203378000.0,5.7,236.983,5.8,68.52069,215.8,0.09,81.483,123229.0,64900.0,33.806,14.1355633751345
2014-12-01,168.047,2014,12,57981.333333333336,203419500.0,5.1,236.252,5.6,68.48933000000001,215.5,0.12,81.483,123229.0,64900.0,33.806,14.1355633751345
2015-01-01,168.627,2015,1,58121.0,203859000.0,4.8,234.747,5.7,68.54301,215.8,0.11,81.671,124587.0,68410.0,34.859,14.3277540980291
2015-02-01,169.12400000000002,2015,2,58206.0,203941000.0,4.5,235.342,5.5,68.53997,215.3,0.11,81.671,124587.0,68410.0,34.859,14.3277540980291
2015-03-01,169.795,2015,3,58291.0,203969900.0,5.1,235.976,5.4,68.42395,215.0,0.11,81.671,124587.0,68410.0,34.859,14.3277540980291
2015-04-01,170.293,2015,4,58376.0,203983300.0,4.9,236.222,5.4,68.67985999999999,214.5,0.12,81.671,124587.0,68410.0,34.859,14.3277540980291
2015-05-01,170.87599999999998,2015,5,58412.666666666664,204205800.0,5.0,237.001,5.6,68.79395,213.7,0.12,81.671,124587.0,68410.0,34.859,14.3277540980291
2015-06-01,171.477,2015,6,58449.333333333336,204424200.0,5.4,237.657,5.3,68.68581,213.7,0.13,81.671,124587.0,68410.0,34.859,14.3277540980291
2015-07-01,172.148,2015,7,58486.0,204519300.0,5.2,238.034,5.2,68.63598,213.7,0.13,81.671,124587.0,68410.0,34.859,14.3277540980291
2015-08-01,172.93099999999998,2015,8,58480.666666666664,204559900.0,5.0,238.033,5.1,68.75591,213.3,0.14,81.671,124587.0,68410.0,34.859,14.3277540980291
2015-09-01,173.824,2015,9,58475.333333333336,204605300.0,5.9,237.498,5.0,68.66338,212.5,0.14,81.671,124587.0,68410.0,34.859,14.3277540980291
2015-10-01,174.78900000000002,2015,10,58470.0,204681400.0,5.6,237.733,5.0,68.7412,212.4,0.12,81.671,124587.0,68410.0,34.859,14.3277540980291
2015-11-01,175.735,2015,11,58548.0,204728700.0,5.5,238.017,5.1,68.89587,211.7,0.12,81.671,124587.0,68410.0,34.859,14.3277540980291
2015-12-01,176.537,2015,12,58626.0,204755400.0,5.1,237.761,5.0,69.09503000000001,210.9,0.24,81.671,124587.0,68410.0,34.859,14.3277540980291
2016-01-01,177.262,2016,1,58704.0,205071200.0,5.6,237.652,4.8,69.18484000000001,211.4,0.34,81.862,125819.0,70840.0,37.55,14.672311496844
2016-02-01,177.641,2016,2,58731.666666666664,205098500.0,5.5,237.336,4.9,69.25716,211.3,0.38,81.862,125819.0,70840.0,37.55,14.672311496844
2016-03-01,178.15599999999998,2016,3,58759.333333333336,205198100.0,5.5,238.08,5.0,69.29008,211.6,0.36,81.862,125819.0,70840.0,37.55,14.672311496844
2016-04-01,178.759,2016,4,58787.0,205245900.0,5.0,238.992,5.1,69.15356,212.7,0.37,81.862,125819.0,70840.0,37.55,14.672311496844
2016-05-01,179.42,2016,5,58886.0,205412400.0,5.1,239.557,4.8,69.28389,213.7,0.37,81.862,125819.0,70840.0,37.55,14.672311496844
2016-06-01,180.09,2016,6,58985.0,205562900.0,5.3,240.222,4.9,69.18991,214.6,0.38,81.862,125819.0,70840.0,37.55,14.672311496844
2016-07-01,180.85,2016,7,59084.0,205702700.0,4.5,240.101,4.8,69.28114000000001,215.3,0.39,81.862,125819.0,70840.0,37.55,14.672311496844
2016-08-01,181.84,2016,8,59154.666666666664,205680800.0,5.0,240.545,4.9,69.3738,216.0,0.4,81.862,125819.0,70840.0,37.55,14.672311496844
2016-09-01,182.813,2016,9,59225.333333333336,205736900.0,5.2,241.176,5.0,69.42484,215.3,0.4,81.862,125819.0,70840.0,37.55,14.672311496844
2016-10-01,183.743,2016,10,59296.0,205848400.0,5.2,241.741,4.9,69.43066,214.8,0.4,81.862,125819.0,70840.0,37.55,14.672311496844
2016-11-01,184.753,2016,11,59362.0,205828700.0,5.2,242.026,4.7,69.55505,214.5,0.41,81.862,125819.0,70840.0,37.55,14.672311496844
2016-12-01,185.716,2016,12,59428.0,205936600.0,5.4,242.637,4.7,69.57409,215.5,0.54,81.862,125819.0,70840.0,37.55,14.672311496844
2017-01-01,186.796,2017,1,59494.0,205378300.0,5.4,243.618,4.7,69.65279,217.3,0.65,82.058,126224.0,72090.0,35.771,15.0662903997382
2017-02-01,187.314,2017,2,59574.666666666664,205421300.0,5.3,244.006,4.6,69.73241999999999,218.8,0.66,82.058,126224.0,72090.0,35.771,15.0662903997382
2017-03-01,187.991,2017,3,59655.333333333336,205317300.0,5.0,243.892,4.4,70.00641,219.7,0.79,82.058,126224.0,72090.0,35.771,15.0662903997382
2017-04-01,188.721,2017,4,59736.0,205349800.0,5.4,244.193,4.4,70.0938,221.0,0.9,82.058,126224.0,72090.0,35.771,15.0662903997382
2017-05-01,189.61,2017,5,59857.0,205468500.0,5.1,244.004,4.4,70.00275,221.7,0.91,82.058,126224.0,72090.0,35.771,15.0662903997382
2017-06-01,190.519,2017,6,59978.0,205654400.0,5.3,244.163,4.3,70.09076999999999,221.9,1.04,82.058,126224.0,72090.0,35.771,15.0662903997382
2017-07-01,191.465,2017,7,60099.0,205756700.0,5.8,244.243,4.3,70.1771,221.9,1.15,82.058,126224.0,72090.0,35.771,15.0662903997382
2017-08-01,192.649,2017,8,60290.666666666664,205750300.0,6.1,245.183,4.4,70.14981999999999,222.4,1.16,82.058,126224.0,72090.0,35.771,15.0662903997382
2017-09-01,193.745,2017,9,60482.333333333336,205685800.0,5.3,246.435,4.3,70.47437,223.1,1.15,82.058,126224.0,72090.0,35.771,15.0662903997382
2017-10-01,194.792,2017,10,60674.0,205730800.0,5.5,246.626,4.2,70.26858,223.9,1.15,82.058,126224.0,72090.0,35.771,15.0662903997382
2017-11-01,195.945,2017,11,60813.666666666664,205752300.0,4.8,247.284,4.2,70.31042,223.9,1.16,82.058,126224.0,72090.0,35.771,15.0662903997382
2017-12-01,197.164,2017,12,60953.333333333336,205856300.0,5.6,247.805,4.1,70.30341,224.1,1.3,82.058,126224.0,72090.0,35.771,15.0662903997382
2018-01-01,198.301,2018,1,61093.0,206363400.0,6.0,248.859,4.0,70.32311999999999,225.8,1.41,82.256,127586.0,73030.0,38.859,15.3976975750778
2018-02-01,199.228,2018,2,61174.0,206271700.0,5.7,249.529,4.1,70.60374,228.7,1.42,82.256,127586.0,73030.0,38.859,15.3976975750778
2018-03-01,199.967,2018,3,61255.0,206223100.0,5.2,249.577,4.0,70.55485999999999,231.3,1.51,82.256,127586.0,73030.0,38.859,15.3976975750778
2018-04-01,200.662,2018,4,61336.0,206220000.0,5.6,250.227,4.0,70.54178,232.4,1.69,82.256,127586.0,73030.0,38.859,15.3976975750778
2018-05-01,201.427,2018,5,61431.333333333336,206414600.0,5.5,250.792,3.8,70.71713000000001,236.8,1.7,82.256,127586.0,73030.0,38.859,15.3976975750778
2018-06-01,202.241,2018,6,61526.666666666664,206592300.0,5.8,251.018,4.0,70.68557,239.2,1.82,82.256,127586.0,73030.0,38.859,15.3976975750778
2018-07-01,202.912,2018,7,61622.0,206643400.0,6.0,251.214,3.8,70.86216999999999,239.6,1.91,82.256,127586.0,73030.0,38.859,15.3976975750778
2018-08-01,203.661,2018,8,61621.0,206721600.0,6.5,251.663,3.8,70.57075999999999,239.4,1.91,82.256,127586.0,73030.0,38.859,15.3976975750778
2018-09-01,204.322,2018,9,61620.0,206674900.0,6.6,252.182,3.7,70.7691,240.0,1.95,82.256,127586.0,73030.0,38.859,15.3976975750778
2018-10-01,205.08900000000003,2018,10,61619.0,206650800.0,7.2,252.772,3.8,70.93083,238.7,2.19,82.256,127586.0,73030.0,38.859,15.3976975750778
2018-11-01,205.661,2018,11,61709.0,206612000.0,6.4,252.594,3.8,70.98534000000001,238.8,2.2,82.256,127586.0,73030.0,38.859,15.3976975750778
2018-12-01,206.148,2018,12,61799.0,206774200.0,7.6,252.767,3.9,71.01472,238.3,2.27,82.256,127586.0,73030.0,38.859,15.3976975750778
2019-01-01,206.539,2019,1,61889.0,206324000.0,7.0,252.561,4.0,71.03362,238.5,2.4,82.459,128579.0,78250.0,40.185,15.7918008297391
2019-02-01,206.864,2019,2,62036.333333333336,206303400.0,6.3,253.319,3.8,71.07248,238.1,2.4,82.459,128579.0,78250.0,40.185,15.7918008297391
2019-03-01,207.086,2019,3,62183.666666666664,206117300.0,5.6,254.277,3.8,71.06339,238.1,2.41,82.459,128579.0,78250.0,40.185,15.7918008297391
2019-04-01,207.537,2019,4,62331.0,206174400.0,5.7,255.233,3.7,71.14662,237.2,2.42,82.459,128579.0,78250.0,40.185,15.7918008297391
2019-05-01,208.151,2019,5,62535.666666666664,206464300.0,6.5,255.296,3.6,71.14447,237.3,2.39,82.459,128579.0,78250.0,40.185,15.7918008297391
2019-06-01,208.643,2019,6,62740.333333333336,206542600.0,5.4,255.213,3.6,71.23801999999999,236.3,2.38,82.459,128579.0,78250.0,40.185,15.7918008297391
2019-07-01,209.249,2019,7,62945.0,206385900.0,6.1,255.802,3.7,71.26041,235.6,2.4,82.459,128579.0,78250.0,40.185,15.7918008297391
2019-08-01,210.029,2019,8,63049.0,206392800.0,5.5,256.036,3.6,71.41162,234.4,2.13,82.459,128579.0,78250.0,40.185,15.7918008297391
2019-09-01,210.85,2019,9,63153.0,206311600.0,5.4,256.43,3.5,71.71297,234.4,2.04,82.459,128579.0,78250.0,40.185,15.7918008297391
2019-10-01,211.751,2019,10,63257.0,206191800.0,5.3,257.155,3.6,71.71259,233.8,1.83,82.459,128579.0,78250.0,40.185,15.7918008297391
2019-11-01,212.788,2019,11,62949.0,206205100.0,5.4,257.879,3.6,71.6875,232.8,1.55,82.459,128579.0,78250.0,40.185,15.7918008297391
2019-12-01,213.944,2019,12,62641.0,206266700.0,5.5,258.63,3.6,71.7002,232.2,1.55,82.459,128579.0,78250.0,40.185,15.7918008297391
2020-01-01,215.029,2020,1,62333.0,205741800.0,5.7,258.906,3.6,71.76878,233.4,1.55,82.664,128451.0,76660.0,44.147,16.2234001500798
2020-02-01,215.893,2020,2,60683.0,205642700.0,5.6,259.246,3.5,71.80731999999999,234.6,1.58,82.664,128451.0,76660.0,44.147,16.2234001500798
2020-03-01,216.455,2020,3,59033.0,205285700.0,6.4,258.15,4.4,70.51974,236.3,0.65,82.664,128451.0,76660.0,44.147,16.2234001500798
2020-04-01,216.856,2020,4,57383.0,206838200.0,6.7,256.126,14.8,60.19421,234.3,0.05,82.664,128451.0,76660.0,44.147,16.2234001500798
2020-05-01,216.999,2020,5,58856.333333333336,206841900.0,5.3,255.848,13.2,62.24576,233.3,0.05,82.664,128451.0,76660.0,44.147,16.2234001500798
2020-06-01,217.57,2020,6,60329.666666666664,205576600.0,4.0,257.004,11.0,64.77303,234.8,0.08,82.664,128451.0,76660.0,44.147,16.2234001500798
2020-07-01,219.28,2020,7,61803.0,205379800.0,3.5,258.408,10.2,65.3708,237.0,0.09,82.664,128451.0,76660.0,44.147,16.2234001500798
2020-08-01,222.265,2020,8,62005.666666666664,205709700.0,3.3,259.366,8.4,66.84134,240.9,0.1,82.664,128451.0,76660.0,44.147,16.2234001500798
2020-09-01,225.742,2020,9,62208.333333333336,206097500.0,3.5,259.951,7.8,66.91838,246.9,0.09,82.664,128451.0,76660.0,44.147,16.2234001500798
2020-10-01,229.685,2020,10,62411.0,205980900.0,3.3,260.249,6.8,67.89453,246.4,0.09,82.664,128451.0,76660.0,44.147,16.2234001500798
2020-11-01,233.248,2020,11,62682.0,206188200.0,3.9,260.895,6.7,67.80804,244.3,0.09,82.664,128451.0,76660.0,44.147,16.2234001500798
2020-12-01,236.555,2020,12,62953.0,206149400.0,4.1,262.005,6.7,67.95622,248.0,0.09,82.664,128451.0,76660.0,44.147,16.2234001500798
2021-01-01,239.68,2021,1,63224.0,205142000.0,4.1,262.518,6.4,68.20279000000001,256.4,0.09,82.873,129224.0,76330.0,45.299,16.6788954868121
2021-02-01,242.419,2021,2,63533.666666666664,205139500.0,4.8,263.583,6.2,68.47043000000001,264.6,0.08,82.873,129224.0,76330.0,45.299,16.6788954868121
2021-03-01,245.545,2021,3,63843.333333333336,205101500.0,4.3,264.91,6.1,68.59721,276.7,0.07,82.873,129224.0,76330.0,45.299,16.6788954868121
2021-04-01,249.123,2021,4,64153.0,205468000.0,4.6,266.752,6.1,68.66589,291.8,0.07,82.873,129224.0,76330.0,45.299,16.6788954868121
2021-05-01,253.413,2021,5,64305.666666666664,205665700.0,5.5,268.452,5.8,68.97403,305.9,0.06,82.873,129224.0,76330.0,45.299,16.6788954868121
2021-06-01,258.23,2021,6,64458.333333333336,205415500.0,6.0,270.664,5.9,69.09635,315.7,0.08,82.873,129224.0,76330.0,45.299,16.6788954868121
2021-07-01,262.603,2021,7,64611.0,205317400.0,6.0,271.994,5.4,69.66294,313.542,0.1,82.873,129224.0,76330.0,45.299,16.6788954868121
2021-08-01,266.593,2021,8,64956.666666666664,205311600.0,6.5,272.789,5.1,69.66363,313.083,0.09,82.873,129224.0,76330.0,45.299,16.6788954868121
2021-09-01,270.197,2021,9,65302.333333333336,205475500.0,6.2,273.887,4.7,69.93788,317.136,0.08,82.873,129224.0,76330.0,45.299,16.6788954868121
2021-10-01,273.603,2021,10,65648.0,205337300.0,6.7,276.434,4.5,70.20831,322.12,0.08,82.873,129224.0,76330.0,45.299,16.6788954868121
2021-11-01,277.309,2021,11,65526.666666666664,205361800.0,5.9,278.799,4.1,70.61938,328.94,0.08,82.873,129224.0,76330.0,45.299,16.6788954868121
2021-12-01,281.506,2021,12,65405.333333333336,205323500.0,5.6,280.808,3.9,70.83883,335.032,0.08,82.873,129224.0,76330.0,45.299,16.6788954868121
2022-01-01,286.173,2022,1,65284.0,207063100.0,5.9,282.39,4.0,70.73431,345.742,0.08,83.084,131202.0,74580.0,48.021,17.1281205454528
2022-02-01,291.223,2022,2,65231.666666666664,206989700.0,6.1,284.535,3.8,70.90482,343.583,0.08,83.084,131202.0,74580.0,48.021,17.1281205454528
2022-03-01,296.523,2022,3,65179.333333333336,206817900.0,6.9,287.553,3.6,71.23267,345.852,0.2,83.084,131202.0,74580.0,48.021,17.1281205454528
2022-04-01,300.595,2022,4,65127.0,206929200.0,8.2,288.764,3.7,71.214,343.786,0.33,83.084,131202.0,74580.0,48.021,17.1281205454528
2022-05-01,303.702,2022,5,65241.0,207173600.0,8.1,291.359,3.6,71.35808,353.015,0.77,83.084,131202.0,74580.0,48.021,17.1281205454528
2022-06-01,304.456,2022,6,65355.0,207373200.0,9.9,294.996,3.6,71.22589,349.8,1.21,83.084,131202.0,74580.0,48.021,17.1281205454528
2022-07-01,303.504,2022,7,65469.0,207456600.0,10.6,294.977,3.5,71.32262,346.79,1.68,83.084,131202.0,74580.0,48.021,17.1281205454528
2022-08-01,301.066,2022,8,65579.0,207443000.0,8.6,295.209,3.6,71.46252,342.753,2.33,83.084,131202.0,74580.0,48.021,17.1281205454528
2022-09-01,299.069,2022,9,65689.0,207505000.0,9.9,296.341,3.5,71.42522,336.464,2.56,83.084,131202.0,74580.0,48.021,17.1281205454528
2022-10-01,298.699,2022,10,65799.0,207525000.0,9.7,297.863,3.6,71.2873,333.796,3.08,83.084,131202.0,74580.0,48.021,17.1281205454528
2022-11-01,298.402,2022,11,65898.0,207585700.0,9.2,298.648,3.6,71.30197,330.369,3.78,83.084,131202.0,74580.0,48.021,17.1281205454528
2022-12-01,297.658,2022,12,65997.0,207565400.0,8.6,298.812,3.5,71.63566,326.449,4.1,83.084,131202.0,74580.0,48.021,17.1281205454528
